證券代碼,年月,週轉率％_月,法人持股%,報酬率％_月
2472 立隆電,2019/6/28,11.9773,25.77,9.5046
2474 可成,2019/6/28,10.9152,80.66,15.8854
2476 鉅祥,2019/6/28,0.9726,45.03,1.2421
2477 美隆電,2019/6/28,0.7966,49.41,0.0001
2478 大毅,2019/6/28,11.2526,41.52,6.9693
2480 敦陽科,2019/6/28,11.1903,23.71,3.252
2481 強茂,2019/6/28,14.2723,33.44,2.2223
2482 連宇,2019/6/28,0.6589,30.83,-0.4695
2483 百容,2019/6/28,1.4907,20.03,2.6895
2484 希華,2019/6/28,2.5191,7.34,1.031
2485 兆赫,2019/6/28,4.5047,7.57,4.9505
2486 一詮,2019/6/28,1.4657,7.49,-1.5776
2488 漢平,2019/6/28,5.6601,29.24,-0.6651
2489 瑞軒,2019/6/28,2.5583,22.31,3.7736
2491 吉祥全,2019/6/28,0.3829,27.76,-0.0002
2492 華新科,2019/6/28,36.041,73.74,3.1447
2493 揚博,2019/6/28,4.7319,10.95,0.1649
2495 普安,2019/6/28,1.4655,29.11,-0.373
2496 卓越,2019/6/28,0.504,74.38,-3.5713
2497 怡利電,2019/6/28,2.5859,5.2,-10.5161
2498 宏達電,2019/6/28,14.4052,33.41,1.2465
2501 國建,2019/6/28,3.353,83.31,-5.1368
2504 國產,2019/6/28,3.9406,50.17,-2.4027
2505 國揚,2019/6/28,0.7316,71.25,-0.0001
2506 太設,2019/6/28,0.4178,49.14,1.2933
2509 全坤建,2019/6/28,1.4555,64.56,-1.8394
2511 太子,2019/6/28,2.0622,54.75,-0.0001
2514 龍邦,2019/6/28,0.9183,66.32,-2.4095
2515 中工,2019/6/28,8.0482,26.71,-7.3898
2516 新建,2019/6/28,0.9413,6.19,-1.6234
2520 冠德,2019/6/28,31.4716,38.5,-0.5309
2524 京城,2019/6/28,2.1487,46.98,6.0934
2527 宏璟,2019/6/28,0.8986,76.62,-0.8852
2528 皇普,2019/6/28,1.2856,69.08,3.4922
2530 華建,2019/6/28,1.4031,66.17,0.6289
2534 宏盛,2019/6/28,4.3121,61.64,-4.587
2535 達欣工,2019/6/28,9.1796,27.01,0.688
2536 宏普,2019/6/28,6.1525,73.72,4.1768
2537 聯上發,2019/6/28,3.4033,50.23,1.7192
2538 基泰,2019/6/28,2.8491,26.47,1.2246
2539 櫻花建,2019/6/28,0.1852,30.59,1.5205
2540 愛山林,2019/6/28,0.1603,37.11,2.2179
2542 興富發,2019/6/28,2.935,63.2,1.332
2543 皇昌,2019/6/28,0.0686,66.93,3.8097
2545 皇翔,2019/6/28,1.9061,62.93,6.0403
2546 根基,2019/6/28,8.4189,47.22,11.765
2547 日勝生,2019/6/28,2.2848,38.79,-2.1584
2548 華固,2019/6/28,8.9635,63.08,-0.5835
2597 潤弘,2019/6/28,1.623,74.47,2.385
2601 益航,2019/6/28,9.2645,25.95,3.0043
2603 長榮,2019/6/28,3.1798,44.03,2.8925
2605 新興,2019/6/28,1.5578,45.97,3.2051
2606 裕民,2019/6/28,1.8228,66.67,6.359
2607 榮運,2019/6/28,2.1887,59.36,-1.0417
2608 嘉里大榮,2019/6/28,1.6762,73.72,4.9717
2609 陽明,2019/6/28,0.8995,60.76,0.369
2610 華航,2019/6/28,3.3639,76.85,1.0269
2611 志信,2019/6/28,1.7377,58.49,4.2162
2612 中航,2019/6/28,4.2626,68.27,2.3148
2613 中櫃,2019/6/28,1.1892,60.88,1.5267
2614 東森,2019/6/28,4.77,43.37,-0.5864
2615 萬海,2019/6/28,1.9455,73.88,-3.9788
2616 山隆,2019/6/28,1.3556,40.45,0.1664
2617 台航,2019/6/28,4.5565,66.71,-1.5112
2618 長榮航,2019/6/28,6.6336,72.53,-0.6645
2633 台灣高鐵,2019/6/28,3.4912,90.08,5.0577
2636 台驊投控,2019/6/28,4.2396,38.22,1.9684
2637 慧洋-KY,2019/6/28,2.5725,36.23,3.7038
2701 萬企,2019/6/28,0.895,79.4,3.891
2702 華園,2019/6/28,7.8064,57.07,14.7852
2704 國賓,2019/6/28,0.8473,78.1,0.6818
2705 六福,2019/6/28,3.0809,15.52,2.2729
2706 第一店,2019/6/28,2.9456,79.95,9.7223
2707 晶華,2019/6/28,9.9984,79.25,17.0279
2722 夏都,2019/6/28,0.1641,83.26,6.2517
2723 美食-KY,2019/6/28,4.3222,73.24,0.2888
2727 王品,2019/6/28,8.1105,33.38,-2.8381
2801 彰銀,2019/6/28,2.7844,77.65,5.0123
2809 京城銀,2019/6/28,1.3438,55.41,1.8074
2812 台中銀,2019/6/28,4.3345,63.5,2.0408
2816 旺旺保,2019/6/28,1.2054,65.41,0.4975
2820 華票,2019/6/28,0.8084,60.86,0.6733
2832 台產,2019/6/28,0.6441,54.77,0.4878
2834 臺企銀,2019/6/28,9.062,58.14,5.4054
2836 高雄銀,2019/6/28,0.6512,71.95,-0.8231
2838 聯邦銀,2019/6/28,1.3713,81.63,-2.5001
2841 台開,2019/6/28,8.8708,28.59,-3.8
2845 遠東銀,2019/6/28,2.5386,68.77,2.0745
2849 安泰銀,2019/6/28,0.2015,98.13,2.2801
2850 新產,2019/6/28,1.7474,68.46,-1.3632
2851 中再保,2019/6/28,1.4477,82.89,1.0616
2852 第一保,2019/6/28,1.1681,44.63,-0.3357
2855 統一證,2019/6/28,1.693,68.52,0.7351
2867 三商壽,2019/6/28,1.6703,66.79,-1.3889
2880 華南金,2019/6/28,2.1652,72.64,-0.4772
2881 富邦金,2019/6/28,2.1646,76.47,6.0117
2882 國泰金,2019/6/28,2.3191,75.12,5.392
2883 開發金,2019/6/28,2.8699,57.06,1.828
2884 玉山金,2019/6/28,5.3849,67.77,-5.1095
2885 元大金,2019/6/28,2.8386,81.9,5.0706
2886 兆豐金,2019/6/28,4.068,86.21,-0.3227
2887 台新金,2019/6/28,3.0209,58.39,1.4184
2888 新光金,2019/6/28,6.9091,53.39,7.403
2889 國票金,2019/6/28,1.6142,60.75,1.9048
2890 永豐金,2019/6/28,2.8341,68.13,6.5305
2891 中信金,2019/6/28,3.338,73.96,1.909
2892 第一金,2019/6/28,2.2712,63.98,0.8851
2897 王道銀行,2019/6/28,0.9552,82.25,-2.2537
2901 欣欣,2019/6/28,0.5326,62.59,1.0439
2903 遠百,2019/6/28,8.9996,69.37,28.2052
2904 匯僑,2019/6/28,1.1835,50.71,1.4862
2905 三商,2019/6/28,0.8718,63.78,1.9663
2906 高林,2019/6/28,1.7804,53.61,-0.4544
2908 特力,2019/6/28,2.3011,68.76,0.9389
2910 統領,2019/6/28,0.0551,60.42,2.2641
2911 麗嬰房,2019/6/28,1.0844,26.46,-2.3438
2912 統一超,2019/6/28,1.733,95.43,-0.1659
2913 農林,2019/6/28,7.4077,45.97,-1.2232
2915 潤泰全,2019/6/28,8.7664,77.79,9.1042
3002 歐格,2019/6/28,0.5608,22.63,-0.8955
3003 健和興,2019/6/28,5.1659,29.74,0.8571
3004 豐達科,2019/6/28,18.4987,65.18,7.5062
3005 神基,2019/6/28,9.7296,84.76,10.4265
3006 晶豪科,2019/6/28,2.8657,23.53,7.3091
3008 大立光,2019/6/28,13.4047,68.73,2.2546
3010 華立,2019/6/28,1.134,55.98,1.3107
3011 今皓,2019/6/28,1.4017,0.64,-0.4219
3013 晟銘電,2019/6/28,2.1174,12.31,-1.3159
3014 聯陽,2019/6/28,3.2534,39.37,3.3725
3015 全漢,2019/6/28,0.7157,33.63,-0.4925
3016 嘉晶,2019/6/28,20.5396,67.94,12.2424
3017 奇鋐,2019/6/28,122.3498,54.64,14.4346
3018 同開,2019/6/28,4.2401,15.35,-4.1367
3019 亞光,2019/6/28,38.6647,21.73,18.0707
3021 鴻名,2019/6/28,0.8339,47.91,2.0478
3022 威強電,2019/6/28,0.9618,46.92,2.1504
3023 信邦,2019/6/28,5.9399,66.33,6.5729
3024 憶聲,2019/6/28,0.6751,16.25,-1.3064
3025 星通,2019/6/28,3.4109,3.94,4.2606
3026 禾伸堂,2019/6/28,14.594,41.01,7.5102
3027 盛達,2019/6/28,3.7985,1.29,-4.8192
3028 增你強,2019/6/28,2.8762,23.54,2.8763
3029 零壹,2019/6/28,32.1461,16.9,7.4034
3030 德律,2019/6/28,7.6155,39.08,-4.0416
3031 佰鴻,2019/6/28,1.2573,34.27,1.702
3032 偉訓,2019/6/28,1.8935,52.33,5.0655
3033 威健,2019/6/28,2.1832,21.1,0.5026
3034 聯詠,2019/6/28,24.6469,86.56,3.2836
3035 智原,2019/6/28,21.5083,55.81,10.0226
3036 文曄,2019/6/28,2.8142,55.83,4.0365
3037 欣興,2019/6/28,61.8136,75.22,17.6962
3038 全台,2019/6/28,19.7559,18.74,2.932
3040 遠見,2019/6/28,0.6968,37.68,1.7518
3041 揚智,2019/6/28,13.5563,24.1,-1.1604
3042 晶技,2019/6/28,2.8167,54.19,3.726
3043 科風,2019/6/28,0.7086,10.07,-6
3044 健鼎,2019/6/28,8.5018,83.94,9.4526
3045 台灣大,2019/6/28,2.0232,89.17,3.8134
3046 建碁,2019/6/28,0.4941,57.54,1.9736
3047 訊舟,2019/6/28,6.9832,17.24,-4.2654
3048 益登,2019/6/28,1.8358,12.9,1.8187
3049 和鑫,2019/6/28,59.8919,42.94,-4.7102
3050 鈺德,2019/6/28,7.9447,44.95,4.6728
3051 力特,2019/6/28,1.7939,4.21,5.7144
3052 夆典,2019/6/28,1.1818,24.99,4.182
3054 立萬利,2019/6/28,0.296,70.59,-1.7859
3055 蔚華科,2019/6/28,0.5964,52.99,-0.3863
3056 總太,2019/6/28,16.0988,35,-1.8225
3057 喬鼎,2019/6/28,5.338,9.39,25.4685
3058 立德,2019/6/28,1.2455,19.15,-5.3482
3059 華晶科,2019/6/28,7.0227,23.16,3.5784
3060 銘異,2019/6/28,2.3285,17.63,-0.0002
3062 建漢,2019/6/28,4.6685,36.24,0.6711
3090 日電貿,2019/6/28,9.5434,19.72,7.2897
3092 鴻碩,2019/6/28,3.912,20.55,0
3094 聯傑,2019/6/28,1.4565,11.69,1.9716
3130 一零四,2019/6/28,0.3284,55.6,1.7964
3138 耀登,2019/6/28,4.277,44.26,-3.0848
3149 正達,2019/6/28,11.1433,27.22,14.6228
3164 景岳,2019/6/28,1.9941,2.01,6.2737
3167 大量,2019/6/28,6.423,7.76,-4.5008
3189 景碩,2019/6/28,8.5981,63.69,0.3787
3209 全科,2019/6/28,1.6658,4.72,2.1333
3229 晟鈦,2019/6/28,1.8874,33.34,7.9499
3231 緯創,2019/6/28,6.2284,47.98,7.5557
3257 虹冠電,2019/6/28,4.1669,18.26,-1.6582
3266 昇陽,2019/6/28,0.4136,76.98,1.3456
3296 勝德,2019/6/28,1.3337,13.8,-6.799
3305 昇貿,2019/6/28,1.2631,26.15,1.467
3308 聯德,2019/6/28,0.2262,27.69,0.0001
3311 閎暉,2019/6/28,3.7891,38.7,-0.0001
3338 泰碩,2019/6/28,302.5485,9.47,26.8995
3356 奇偶,2019/6/28,18.7335,19.03,-9.7703
3376 新日興,2019/6/28,13.819,52.61,6.3928
3380 明泰,2019/6/28,4.3262,58.1,3.3855
3383 新世紀,2019/6/28,0.2525,31.46,-5.6603
3406 玉晶光,2019/6/28,286.8218,41.87,27.1873
3413 京鼎,2019/6/28,12.0998,51.16,4.3105
3416 融程電,2019/6/28,1.4755,50.38,1.1351
3419 譁裕,2019/6/28,9.8298,8.85,3.4129
3432 台端,2019/6/28,3.6089,27.2,-5.1195
3443 創意,2019/6/28,41.7981,64.09,1.3827
3450 聯鈞,2019/6/28,24.2056,34.48,1.1234
3454 晶睿,2019/6/28,24.0205,67.42,-4.2635
3481 群創,2019/6/28,15.0872,57.97,-2.1361
3494 誠研,2019/6/28,3.5603,9.62,12.0483
3501 維熹,2019/6/28,1.3538,47.91,0.3786
3504 揚明光,2019/6/28,45.7325,49.94,2.7715
3515 華擎,2019/6/28,3.1699,66.63,4.7458
3518 柏騰,2019/6/28,7.0549,13.19,26.9007
3528 安馳,2019/6/28,4.8203,58.39,-0.1244
3530 晶相光,2019/6/28,7.2605,54.33,14.6539
3532 台勝科,2019/6/28,8.369,88.5,17.9612
3533 嘉澤,2019/6/28,23.1791,84.63,-4.7086
3535 晶彩科,2019/6/28,187.3552,30.74,-10.4037
3536 誠創,2019/6/28,0.8895,47.59,5.1854
3545 敦泰,2019/6/28,9.7372,34.2,8.1775
3550 聯穎,2019/6/28,1.84,4.01,-1.6284
3557 嘉威,2019/6/28,2.143,50.24,1.2347
3563 牧德,2019/6/28,28.1168,55.9,5.2098
3576 聯合再生,2019/6/28,4.2876,38.86,2.4108
3588 通嘉,2019/6/28,3.1219,15.16,1.9998
3591 艾笛森,2019/6/28,1.1341,44.97,-5.8823
3593 力銘,2019/6/28,0.8788,28.86,-1.1421
3596 智易,2019/6/28,23.1237,74.24,1.0229
3605 宏致,2019/6/28,1.9502,26.64,-1.5836
3607 谷崧,2019/6/28,6.4901,5.4,16.7157
3617 碩天,2019/6/28,2.0926,60.31,2.0742
3622 洋華,2019/6/28,1.1274,40.42,3.3134
3645 達邁,2019/6/28,14.4665,23.22,5.9826
3653 健策,2019/6/28,44.8919,73.19,4.8889
3661 世芯-KY,2019/6/28,201.909,22.54,7.3
3665 貿聯-KY,2019/6/28,11.2786,68.99,9.9743
3669 圓展,2019/6/28,0.6339,57.3,0.2992
3673 TPK-KY,2019/6/28,11.2385,35.6,-1.2948
3679 新至陞,2019/6/28,0.5394,37.66,-0.4069
3682 亞太電,2019/6/28,2.3019,49.47,0.551
3686 達能,2019/6/28,2.4435,3.66,14.483
3694 海華,2019/6/28,1.0481,64.76,-5.0119
3702 大聯大,2019/6/28,2.671,65.7,2.152
3703 欣陸,2019/6/28,3.7716,63.95,0.8823
3704 合勤控,2019/6/28,32.2943,18.84,0.2273
3705 永信,2019/6/28,1.1076,24.18,3.424
4104 佳醫,2019/6/28,3.0317,47.48,1.3753
4106 雃博,2019/6/28,1.1822,48.34,0
4108 懷特,2019/6/28,2.3836,23.45,2.9176
4119 旭富,2019/6/28,26.8189,55.7,7.854
4133 亞諾法,2019/6/28,1.1577,29.72,1.2658
4142 國光生,2019/6/28,8.6971,42.62,10.5127
4155 訊映,2019/6/28,7.4474,26.96,2.7825
4164 承業醫,2019/6/28,8.2551,41.25,1.6928
4306 炎洲,2019/6/28,2.1167,35.73,-2.5926
4414 如興,2019/6/28,4.1254,68.07,-3.7802
4426 利勤,2019/6/28,21.8982,35.74,7.2554
4526 東台,2019/6/28,0.7845,36.5,-2.1334
4532 瑞智,2019/6/28,0.8229,64.8,1.7545
4536 拓凱,2019/6/28,12.7769,14.63,15.1516
4720 德淵,2019/6/28,0.4414,19.15,0
4722 國精化,2019/6/28,2.5558,27.15,1.4916
4737 華廣,2019/6/28,0.6958,55.18,0.5965
4739 康普,2019/6/28,9.1606,36.48,6.5845
4746 台耀,2019/6/28,2.9269,26.4,-0.2633
4904 遠傳,2019/6/28,1.1386,96.58,-0.2549
4906 正文,2019/6/28,15.3681,12.17,6.8228
4912 聯德控股-KY,2019/6/28,3.0331,29.83,2.3255
4915 致伸,2019/6/28,20.6171,79.01,12.1246
4916 事欣科,2019/6/28,5.7082,31.44,0.1404
4919 新唐,2019/6/28,6.909,73.39,1.8037
4927 泰鼎-KY,2019/6/28,83.8178,30.85,13.2781
4934 太極,2019/6/28,4.2525,29.59,-2.9084
4935 茂林-KY,2019/6/28,4.6503,48.17,20.0529
4938 和碩,2019/6/28,3.314,68.08,4.2719
4942 嘉彰,2019/6/28,6.453,56.01,-0.398
4952 凌通,2019/6/28,1.7755,51.43,1.69
4956 光鋐,2019/6/28,4.7606,32.64,-4.1812
4958 臻鼎-KY,2019/6/28,9.1411,94.08,7.3432
4960 誠美材,2019/6/28,5.8728,32.88,3.6783
4961 天鈺,2019/6/28,11.8265,53.56,-5.3549
4967 十銓,2019/6/28,4.5358,20.1,4.9056
4968 立積,2019/6/28,232.1356,19.32,28.8406
4976 佳凌,2019/6/28,9.3175,32.72,0.9523
4994 傳奇,2019/6/28,30.3311,20.74,6.2828
4999 鑫禾,2019/6/28,1.7886,35.61,-0.3276
5007 三星,2019/6/28,1.4925,73.74,4.4319
5203 訊連,2019/6/28,2.7945,44.63,7.767
5215 科嘉-KY,2019/6/28,11.1747,31.52,21.6347
5234 達興材料,2019/6/28,12.0333,76.86,2.1857
5258 虹堡,2019/6/28,23.6638,37.77,0.2487
5269 祥碩,2019/6/28,40.7399,89.92,-13.8791
5306 桂盟,2019/6/28,0.977,64.89,-5.046
5388 中磊,2019/6/28,8.1721,56.28,2.2795
5434 崇越,2019/6/28,2.9582,41.77,1.7053
5469 瀚宇博,2019/6/28,26.9903,56.87,5.2543
5471 松翰,2019/6/28,1.1711,28.3,2.6017
5484 慧友,2019/6/28,1.8969,16.68,-1.1236
5515 建國,2019/6/28,0.7439,38.19,-1.878
5519 隆大,2019/6/28,31.1885,41.01,1.2084
5521 工信,2019/6/28,5.3023,20.96,-7.1524
5522 遠雄,2019/6/28,1.6594,84.52,3.9042
5525 順天,2019/6/28,4.9443,53.98,8.9218
5531 鄉林,2019/6/28,0.6165,83.35,-3.4145
5533 皇鼎,2019/6/28,4.8089,44.84,1.8953
5534 長虹,2019/6/28,5.4801,70.7,-1.3259
5607 遠雄港,2019/6/28,10.0342,56.09,-7.9545
5608 四維航,2019/6/28,1.1172,36.34,0.701
5706 鳳凰,2019/6/28,1.5722,20.98,1.4805
5880 合庫金,2019/6/28,1.6415,72.69,1.2166
5906 台南-KY,2019/6/28,0.7567,74.66,-0.749
6005 群益證,2019/6/28,1.6883,69.54,2.4865
6024 群益期,2019/6/28,5.6762,65.17,2.2984
6108 競國,2019/6/28,7.359,11.49,2.5595
6112 聚碩,2019/6/28,5.1837,43.17,1.5131
6115 鎰勝,2019/6/28,0.649,44.24,0.461
6116 彩晶,2019/6/28,8.8183,40.67,-5.1725
6117 迎廣,2019/6/28,0.3621,21.64,15.4717
6120 達運,2019/6/28,3.6307,60.08,-1.3054
6128 上福,2019/6/28,1.0518,7.8,-0.2857
6133 金橋,2019/6/28,1.2273,26.89,-1.8735
6136 富爾特,2019/6/28,1.6921,10.1,1.4389
6139 亞翔,2019/6/28,0.9706,45.3,-2.309
6141 柏承,2019/6/28,29.2712,21.77,7.8739
6142 友勁,2019/6/28,1.4197,29.65,4.3536
6152 百一,2019/6/28,3.9126,11.03,24.4681
6153 嘉聯益,2019/6/28,27.6313,38.4,6.0035
6155 鈞寶,2019/6/28,9.27,34.89,4.3209
6164 華興,2019/6/28,3.362,1.83,-6.3384
6165 浪凡,2019/6/28,1.6928,0.31,0
6166 凌華,2019/6/28,1.3213,60.18,-4.2448
6168 宏齊,2019/6/28,3.7754,36.39,-0.6944
6176 瑞儀,2019/6/28,9.21,82.02,3.9998
6177 達麗,2019/6/28,1.8371,74.44,-2.7687
6183 關貿,2019/6/28,0.776,63.49,1.6059
6184 大豐電,2019/6/28,0.929,65.86,-0.1335
6189 豐藝,2019/6/28,3.5293,10.18,3.7536
6191 精成科,2019/6/28,7.6453,59.3,3.1915
6192 巨路,2019/6/28,1.2383,57.79,-2.5332
6196 帆宣,2019/6/28,2.2386,62.79,-0.0002
6197 佳必琪,2019/6/28,2.957,23.39,4.2018
6201 亞弘電,2019/6/28,1.1446,20.95,2.2826
6202 盛群,2019/6/28,7.8919,58.64,6.7065
6205 詮欣,2019/6/28,0.4106,15.02,-0.3705
6206 飛捷,2019/6/28,0.8059,44.44,-1.2346
6209 今國光,2019/6/28,6.9403,1.91,-1.3747
6213 聯茂,2019/6/28,43.0015,64.01,25.4314
6214 精誠,2019/6/28,5.2548,53.24,2.2666
6215 和椿,2019/6/28,3.7275,27.59,2.1277
6216 居易,2019/6/28,1.3931,2.56,0.8836
6224 聚鼎,2019/6/28,4.0224,39.04,6.6908
6225 天瀚,2019/6/28,0.125,34.75,-10.4234
6226 光鼎,2019/6/28,2.7194,7.5,-2.4296
6230 尼得科超眾,2019/6/28,50.1569,68.92,3.4375
6235 華孚,2019/6/28,3.7012,42.95,-4.8388
6239 力成,2019/6/28,4.0453,83.26,2.2882
6243 迅杰,2019/6/28,1.4351,4.52,-3.2944
6251 定穎,2019/6/28,2.2888,17.03,-1.7817
6257 矽格,2019/6/28,2.5497,37.77,3.665
6269 台郡,2019/6/28,19.8183,60.35,9.5298
6271 同欣電,2019/6/28,6.9601,65.98,8.3741
6277 宏正,2019/6/28,1.695,26.91,2.3229
6278 台表科,2019/6/28,46.9993,50.39,10.4167
6281 全國電,2019/6/28,1.1072,45.71,1.6794
6282 康舒,2019/6/28,6.5352,44.15,3.5532
6283 淳安,2019/6/28,1.9107,63.72,2.5859
6285 啟碁,2019/6/28,7.2309,65.22,3.3898
6288 聯嘉,2019/6/28,6.8528,44.51,8.6835
6289 華上,2019/6/28,0.6882,26.21,-7.6923
6504 南六,2019/6/28,0.3884,48.3,-0.3049
6505 台塑化,2019/6/28,0.6355,97.92,-0.6222
6605 帝寶,2019/6/28,1.3394,51.34,-1.299
8011 台通,2019/6/28,5.0851,24.13,1.2422
8016 矽創,2019/6/28,60.3983,72.68,3.1746
8021 尖點,2019/6/28,1.3223,24.87,1.3022
8033 雷虎,2019/6/28,9.5166,2.02,-6.6963
8039 台虹,2019/6/28,17.1214,40.41,11.7722
8046 南電,2019/6/28,40.9165,87.24,20.3364
8070 長華*,2019/6/28,3.9199,75.3,6.7116
8072 陞泰,2019/6/28,0.4063,43.41,-0.0004
8081 致新,2019/6/28,21.9572,42.45,-0.216
8101 華冠,2019/6/28,3.1184,47.77,-11.5254
8103 瀚荃,2019/6/28,0.9091,27.23,0.8265
8105 凌巨,2019/6/28,7.036,58.82,12.8363
8110 華東,2019/6/28,2.1841,56.49,-4.5692
8112 至上,2019/6/28,8.2035,25.38,-0.0001
8114 振樺電,2019/6/28,1.8179,42.71,2.8709
8131 福懋科,2019/6/28,1.5153,79.41,4.2462
8163 達方,2019/6/28,14.1864,51.91,2.1914
8201 無敵,2019/6/28,1.0262,44.72,-3.1872
8210 勤誠,2019/6/28,7.2257,47.55,1.2539
8213 志超,2019/6/28,7.8284,44.58,2.9289
8215 明基材,2019/6/28,11.4992,55.46,7.3173
8249 菱光,2019/6/28,1.157,49.74,3.6781
8261 富鼎,2019/6/28,6.8306,35.05,2.7724
8271 宇瞻,2019/6/28,4.3708,20.12,2.3167
8374 羅昇,2019/6/28,2.1978,45.47,3.866
8404 百和興業-KY,2019/6/28,6.6347,63.18,3.6572
8411 福貞-KY,2019/6/28,0.3677,68.05,0.6645
8422 可寧衛,2019/6/28,5.7187,63.64,1.7934
8940 新天地,2019/6/28,0.729,33.58,0.8097
8996 高力,2019/6/28,2.5016,17.34,1.2687
9902 台火,2019/6/28,3.0005,27.82,-0.7959
9904 寶成,2019/6/28,3.8656,81.4,7.3921
9905 大華,2019/6/28,0.3593,68.18,-0.4008
9906 欣巴巴,2019/6/28,1.1147,51.47,2.0325
9907 統一實,2019/6/28,1.1106,71.86,2.8001
9908 大台北,2019/6/28,0.2651,64.07,0.6837
9910 豐泰,2019/6/28,4.3929,33.6,1.2554
9911 櫻花,2019/6/28,2.7094,73.47,3.8593
9912 偉聯,2019/6/28,2.0052,23.85,1.5624
9914 美利達,2019/6/28,6.2917,61.03,6.686
9917 中保科,2019/6/28,0.9293,85.56,-0.5613
9918 欣天然,2019/6/28,0.0742,62.78,-0.5846
9919 康那香,2019/6/28,0.9433,30.97,-1.8431
9921 巨大,2019/6/28,7.19,63.46,8.2408
9924 福興,2019/6/28,7.1254,59.75,4.8205
9925 新保,2019/6/28,0.5101,66.93,0.0002
9926 新海,2019/6/28,0.0819,68.2,-0.4842
9927 泰銘,2019/6/28,1.0868,50.72,2.2363
9928 中視,2019/6/28,0.059,77.1,-4.9504
9929 秋雨,2019/6/28,0.7719,37.02,-20.2216
9930 中聯資源,2019/6/28,0.5858,80.23,0.3795
9931 欣高,2019/6/28,0.1594,67.87,2.7523
9933 中鼎,2019/6/28,2.3799,83.62,-1.2807
9934 成霖,2019/6/28,4.1921,46.97,1.1267
9935 慶豐富,2019/6/28,10.8906,24.82,0.9766
9937 全國,2019/6/28,0.4789,64.7,0.1172
9938 百和,2019/6/28,30.1366,52.14,14.8528
9939 宏全,2019/6/28,6.586,36.05,6.7568
9940 信義,2019/6/28,0.873,68.93,-0.4465
9941 裕融,2019/6/28,1.9845,70.8,3.1392
9942 茂順,2019/6/28,1.2626,20.38,-0.4113
9943 好樂迪,2019/6/28,3.8387,73.27,-0.3
9944 新麗,2019/6/28,5.095,67.43,6.079
9945 潤泰新,2019/6/28,5.9503,73.13,8.5574
9946 三發地產,2019/6/28,12.1431,55.9,-2.1225
9955 佳龍,2019/6/28,130.2118,12.42,62.2301
9958 世紀鋼,2019/6/28,31.874,30.08,-0.7644
1101 台泥,2019/9/27,5.1379,77.9,3.1208
1102 亞泥,2019/9/27,4.0865,84.12,0.6975
1103 嘉泥,2019/9/27,4.6797,53.46,15.8732
1104 環泥,2019/9/27,0.5975,54.18,-1.064
1108 幸福,2019/9/27,0.6928,52.94,4.1237
1109 信大,2019/9/27,2.4854,16.45,7.0336
1110 東泥,2019/9/27,0.1649,80.08,2.4242
1201 味全,2019/9/27,7.3355,54.78,-3.071
1203 味王,2019/9/27,0.6583,73.34,3.215
1210 大成,2019/9/27,3.2698,63.67,2.168
1215 卜蜂,2019/9/27,12.0919,57.74,-9.5513
1216 統一,2019/9/27,2.5238,71.23,-2.3501
1217 愛之味,2019/9/27,2.2505,30.62,1.1545
1218 泰山,2019/9/27,1.7256,46.81,3.1088
1219 福壽,2019/9/27,0.4034,32.22,-0.0001
1220 台榮,2019/9/27,1.3565,41,0.402
1225 福懋油,2019/9/27,0.4888,69.29,-21.9367
1227 佳格,2019/9/27,2.3765,78.18,-0.1606
1229 聯華,2019/9/27,2.1458,52.74,-0.296
1231 聯華食,2019/9/27,2.1261,48.58,-5.8286
1232 大統益,2019/9/27,0.3732,79.28,-1.6462
1233 天仁,2019/9/27,0.2241,41.6,-0.9091
1234 黑松,2019/9/27,0.3188,50.94,0
1235 興泰,2019/9/27,0.2774,84.65,0.0001
1236 宏亞,2019/9/27,0.3314,29.25,-0.0001
1301 台塑,2019/9/27,1.7998,81.24,0.425
1303 南亞,2019/9/27,1.4147,78.71,1.3083
1304 台聚,2019/9/27,4.1951,47.02,1.9764
1305 華夏,2019/9/27,8.1823,62.35,4.7492
1307 三芳,2019/9/27,0.6438,49.78,5.1948
1308 亞聚,2019/9/27,2.5556,50.49,-1.9671
1309 台達化,2019/9/27,23.9833,52.81,3.2558
1310 台苯,2019/9/27,5.3445,59.41,0.4618
1312 國喬,2019/9/27,10.6405,74.37,-2.4258
1313 聯成,2019/9/27,1.4169,66.51,3.9216
1314 中石化,2019/9/27,10.1601,29.35,0.6042
1315 達新,2019/9/27,0.8101,63.44,2.258
1316 上曜,2019/9/27,9.5965,33.68,6.2242
1319 東陽,2019/9/27,6.485,43.21,3.3039
1321 大洋,2019/9/27,3.0652,31.17,-6.9732
1323 永裕,2019/9/27,1.6018,19.09,1.0463
1324 地球,2019/9/27,1.5668,24.75,0.2037
1325 恒大,2019/9/27,0.5288,35.2,0
1326 台化,2019/9/27,1.6685,83.8,-1.5892
1337 再生-KY,2019/9/27,3.4125,31.33,0.8536
1338 廣華-KY,2019/9/27,4.0219,28.39,-4.124
1339 昭輝,2019/9/27,11.5164,60.59,-3.1818
1402 遠東新,2019/9/27,2.4596,86.78,0.5261
1409 新纖,2019/9/27,2.0256,64.78,-2.1462
1410 南染,2019/9/27,0.9125,34.43,-0.5715
1413 宏洲,2019/9/27,4.0973,44.87,-15.5103
1414 東和,2019/9/27,1.8555,41.9,1.6083
1416 廣豐,2019/9/27,1.7184,41.1,-0.3573
